TCGA-A5-A0G3	0.435238
TCGA-A5-A0G5	0.453023
TCGA-A5-A0G9	0.711119
TCGA-A5-A0GA	0.86567
TCGA-A5-A0GB	0.794907
TCGA-A5-A0GD	0.473117
TCGA-A5-A0GE	0.349039
TCGA-A5-A0GH	0.597434
TCGA-A5-A0GI	0.633178
TCGA-A5-A0GJ	0.287934
TCGA-A5-A0GM	0.633178
TCGA-A5-A0GN	0.633178
TCGA-A5-A0GP	0.86567
TCGA-A5-A0GQ	0.449842
TCGA-A5-A0GU	0.633178
TCGA-A5-A0GV	0.580714
TCGA-A5-A0GW	0.86567
TCGA-A5-A0GX	0.633178
TCGA-A5-A0R6	0.185614
TCGA-A5-A0R7	0.580714
TCGA-A5-A0R8	0.449842
TCGA-A5-A0R9	0.479372
TCGA-A5-A0RA	0.522742
TCGA-A5-A0VO	0.349039
TCGA-A5-A0VP	0.825563
TCGA-A5-A0VQ	0.522742
TCGA-AJ-A23M	0.453023
TCGA-AP-A051	0.825563
TCGA-AP-A052	0.453023
TCGA-AP-A053	0.201783
TCGA-AP-A054	0.86567
TCGA-AP-A056	0.745098
TCGA-AP-A059	0.86567
TCGA-AP-A05A	0.453023
TCGA-AP-A05D	0.452832
TCGA-AP-A05H	0.452832
TCGA-AP-A05J	0.317361
TCGA-AP-A05N	0.825563
TCGA-AP-A05P	0.633178
TCGA-AP-A0L8	0.453023
TCGA-AP-A0L9	0.317361
TCGA-AP-A0LD	0.86567
TCGA-AP-A0LE	0.794907
TCGA-AP-A0LF	0.0145622
TCGA-AP-A0LG	0.86567
TCGA-AP-A0LH	0.347242
TCGA-AP-A0LI	0.309162
TCGA-AP-A0LJ	0.633178
TCGA-AP-A0LL	0.0911793
TCGA-AP-A0LM	0.8288
TCGA-AP-A0LN	0.349039
TCGA-AP-A0LO	0.137861
TCGA-AP-A0LP	0.568707
TCGA-AP-A0LQ	0.568707
TCGA-AP-A0LT	0.825563
TCGA-AP-A0LV	0.568707
TCGA-AP-A1DQ	0.453023
TCGA-AX-A05S	0.86567
TCGA-AX-A05T	0.522742
TCGA-AX-A05U	0.633178
TCGA-AX-A05W	0.522742
TCGA-AX-A05Y	0.479372
TCGA-AX-A05Z	0.86567
TCGA-AX-A060	0.597434
TCGA-AX-A062	0.633178
TCGA-AX-A063	0.825563
TCGA-AX-A064	0.299034
TCGA-AX-A06B	0.473117
TCGA-AX-A06H	0.566124
TCGA-AX-A06L	0.0748549
TCGA-AX-A0IS	0.568707
TCGA-AX-A0IU	0.234134
TCGA-AX-A0IW	0.13657
TCGA-AX-A0J0	0.86567
TCGA-AX-A0J1	0.86567
TCGA-AX-A1C7	0.391286
TCGA-AX-A1C8	0.435238
TCGA-AX-A1CP	0.350443
TCGA-AX-A2H5	0.305353
TCGA-AX-A2HF	0.473117
TCGA-B5-A0JN	0.543378
TCGA-B5-A0JR	0.825563
TCGA-B5-A0JS	0.633178
TCGA-B5-A0JT	0.580714
TCGA-B5-A0JV	0.630006
TCGA-B5-A0JY	0.769233
TCGA-B5-A0JZ	0.86567
TCGA-B5-A0K0	0.243915
